time,rad2,rad3
572,0.003926472,0.027151435
573,0.00381728,0.02821521
574,0.003818083,0.028221149
575,0.004361546,0.026859652
576,0.004362005,0.026862479
577,0.003603235,0.026107109
578,0.003603615,0.026109857
579,0.003930193,0.026570415
580,0.003930606,0.026573211
581,0.00376781,0.025817412
582,0.003768207,0.025820129
583,0.003822506,0.025825565
584,0.003822908,0.025828283
585,0.004149215,0.025375604
586,0.004149652,0.025378275
587,0.003824115,0.024925453
588,0.00382492,0.0249307
589,0.003880241,0.025085202
590,0.003880649,0.025087843
591,0.004207203,0.024482839
592,0.004207646,0.024485416
593,0.00355655,0.023730776
594,0.003556925,0.023733273
595,0.003502855,0.023279799
596,0.003503224,0.023282249
597,0.003775352,0.022828631
598,0.003776147,0.022833436
599,0.003940132,0.022835839
600,0.003940547,0.022838243
601,0.003614249,0.022536441
602,0.00361501,0.022541185
603,0.003778532,0.022087104
604,0.003778929,0.022089429
605,0.003561794,0.021787388
606,0.003562169,0.021789681
607,0.00383419,0.021642037
608,0.003834593,0.021644314
609,0.004108562,0.021189803
610,0.004108994,0.021192033
611,0.003673352,0.020889674
612,0.003674125,0.020894071
613,0.004000552,0.020591584
614,0.004000973,0.020593751
615,0.00411159,0.020443543
616,0.004112455,0.020447846
617,0.003949265,0.019992728
618,0.003949681,0.019994832
619,0.00367722,0.019524325
620,0.003677607,0.01952638
621,0.004332182,0.019713495
622,0.004332638,0.019715569
623,0.00357005,0.019580362
624,0.003570426,0.019582423
625,0.004225396,0.018897929
626,0.004226285,0.018901907
627,0.003735587,0.017927154
628,0.00373598,0.017929041
629,0.003955088,0.018419402
630,0.003955504,0.01842134
631,0.003901123,0.018241982
632,0.003901534,0.018243902
633,0.00373834,0.017757091
634,0.003738733,0.01775896
635,0.003903177,0.017365479
636,0.003903588,0.017367307
637,0.003685743,0.01712464
638,0.003686131,0.017126443
639,0.004288228,0.0168837
640,0.004289131,0.016887254
641,0.003413685,0.015772939
642,0.003414044,0.015774599
643,0.005391204,0.01791716
644,0.005392339,0.017920932
645,0.004345424,0.016224854
646,0.004345882,0.016226561
647,0.004510583,0.016121168
648,0.004511058,0.016122864
649,0.004512007,0.016814985
650,0.004512482,0.016816754
651,0.003144691,0.014874377
652,0.003145022,0.014875942
653,0.004076177,0.015352163
654,0.004077036,0.015355395
655,0.004132847,0.016092194
656,0.004133282,0.016093887
657,0.004298168,0.015360244
